"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
9.833506958E0,1.149925232E0,7.548288107E-1,-9.534128904E-1,1.673645934E0
9.843491958E0,1.197452784E0,7.817749381E-1,-8.228010535E-1,1.649868721E0
9.853477958E0,1.174530983E0,9.058990479E-1,-7.291946411E-1,1.652846315E0
9.863463958E0,1.091139913E0,1.186448216E0,-6.521725655E-1,1.738842930E0
9.873448958E0,9.791840315E-1,1.389172316E0,-6.346045136E-1,1.814200645E0
9.883434958E0,9.046155214E-1,1.349902630E0,-7.061269283E-1,1.771773572E0
9.893420958E0,9.916677475E-1,1.151517391E0,-7.430832982E-1,1.691617573E0
9.903405958E0,1.241085887E0,1.283025861E0,-8.198372126E-1,1.964327517E0
9.913391958E0,1.584123731E0,1.433170676E0,-9.279564619E-1,2.329061909E0
9.923376958E0,1.893366098E0,1.496679425E0,-1.022976160E0,2.621328806E0
9.933362958E0,2.112288475E0,1.354036212E0,-9.995483756E-1,2.700791295E0
9.943348958E0,2.262902021E0,1.029612303E0,-8.541600108E-1,2.628767083E0
9.953333958E0,2.347287178E0,9.005289674E-1,-7.222507000E-1,2.615789669E0
9.963319958E0,2.383681059E0,8.921253681E-1,-6.396290660E-1,2.624299603E0
9.973305958E0,2.403899193E0,7.506042719E-1,-5.872680545E-1,2.585927661E0
9.983290958E0,2.441394806E0,5.777826905E-1,-1.428086162E-1,2.512893897E0
9.993276958E0,2.485763550E0,3.199781179E-1,-3.779594973E-2,2.506558389E0
1.000326196E1,2.543237686E0,2.695434391E-1,8.712148666E-2,2.558964976E0
1.001324796E1,2.556826830E0,3.820397258E-1,9.111919999E-2,2.586816673E0
1.002323396E1,2.493057489E0,4.962166250E-1,-5.941970646E-2,2.542655558E0
1.003321896E1,2.171690226E0,7.179515362E-1,-4.134305120E-1,2.324353164E0
1.004320496E1,1.584355831E0,9.783019423E-1,-9.378674030E-1,2.084910875E0
1.005319096E1,9.332991242E-1,1.153494716E0,-1.516316175E0,2.121511739E0
1.006317596E1,3.233236372E-1,1.219931722E0,-2.051407337E0,2.408535581E0
1.007316196E1,-1.267338246E-1,1.100397468E0,-2.431976557E0,2.672348409E0
1.008314696E1,-2.022536099E-1,1.176450729E0,-2.643763304E0,2.900763218E0
1.009313296E1,-2.039348930E-1,1.120138526E0,-2.628463745E0,2.864458311E0
1.010311896E1,-1.730273217E-1,9.163640738E-1,-2.443149567E0,2.615079612E0
1.011310396E1,-1.776225716E-1,8.019900322E-1,-2.137139797E0,2.289564217E0
1.012308996E1,-2.333795726E-1,7.241500616E-1,-1.778068066E0,1.934007596E0
1.013307596E1,-2.592154443E-1,5.331337452E-1,-1.422147274E0,1.540755369E0
1.014306096E1,-1.674993783E-1,3.061330914E-1,-1.057340503E0,1.113437223E0
1.015304696E1,-6.075041741E-2,2.486634851E-1,-7.665480971E-1,8.081584790E-1
1.016303196E1,6.150172651E-2,4.597312510E-1,-5.280976892E-1,7.028673095E-1
1.017301796E1,1.958758980E-1,6.048547029E-1,-4.451543987E-1,7.761307994E-1
1.018300396E1,2.517937422E-1,5.236600041E-1,-4.393553734E-1,7.284593555E-1
1.019298896E1,1.961347610E-1,3.745158315E-1,-3.708439469E-1,5.623665935E-1
1.020297496E1,7.664085180E-2,2.202945650E-1,-3.284014165E-1,4.028039298E-1
1.021295996E1,-3.255649284E-2,1.622019261E-1,-3.371362984E-1,3.755399763E-1
1.022294596E1,-6.060890108E-2,4.704470187E-2,-3.833980560E-1,3.909996320E-1
1.023293196E1,1.089899614E-1,-4.831498489E-2,-4.672003388E-1,4.821714488E-1
1.024291696E1,4.229239225E-1,-7.094012946E-2,-5.492459536E-1,6.968272840E-1
1.025290296E1,7.046931386E-1,-5.841939896E-2,-6.253358722E-1,9.439545534E-1
1.026288896E1,8.782284260E-1,-6.460086256E-2,-6.448661685E-1,1.091471857E0
1.027287396E1,9.415324926E-1,-2.059459239E-1,-6.268306375E-1,1.149701616E0
1.028285996E1,9.219878316E-1,-6.055660248E-1,-6.192038655E-1,1.264984268E0
1.029284496E1,8.738073707E-1,-1.061784029E0,-6.472710371E-1,1.519830399E0
1.030283096E1,7.852714062E-1,-1.240104795E0,-6.876402497E-1,1.620913383E0
1.031281696E1,7.549960017E-1,-1.110123873E0,-7.475655675E-1,1.536635368E0
1.032280196E1,7.461396456E-1,-7.430284619E-1,-8.133946657E-1,1.330573767E0
1.033278796E1,6.945428848E-1,-4.436516464E-1,-8.817854524E-1,1.206964037E0
1.034277296E1,6.716902852E-1,-3.372146785E-1,-9.909372330E-1,1.243719493E0
1.035275896E1,6.628348231E-1,-2.540013194E-1,-1.052157521E0,1.269213190E0
1.036274496E1,6.455831528E-1,-1.687681824E-1,-9.983064532E-1,1.200781446E0
1.037272996E1,6.343235970E-1,-6.869386882E-2,-8.477779627E-1,1.061043235E0
1.038271596E1,5.995973349E-1,1.020498807E-3,-6.933902502E-1,9.166831756E-1
1.039270196E1,5.659087300E-1,-1.237530727E-3,-5.842300057E-1,8.133750192E-1
1.040268696E1,5.403509140E-1,8.537513018E-2,-5.349066257E-1,7.651098754E-1
1.041267296E1,4.748291969E-1,2.610782981E-1,-4.556293488E-1,7.079708662E-1
1.042265796E1,3.816188276E-1,3.243920207E-1,-2.909237444E-1,5.792233919E-1
1.043264396E1,2.684304714E-1,1.536773592E-1,-4.642373323E-2,3.127727797E-1
1.044262996E1,1.922515631E-1,-1.505099535E-1,2.533611357E-1,3.518604478E-1
1.045261496E1,1.577312201E-1,-2.961017191E-1,4.908469021E-1,5.945469260E-1
1.046260096E1,1.421623826E-1,-3.489449620E-1,6.419693232E-1,7.443771500E-1
1.047258696E1,1.756887734E-1,-3.470179737E-1,7.220212221E-1,8.201235665E-1
1.048257196E1,2.277210802E-1,-1.277868152E-1,7.408772111E-1,7.855478359E-1
1.049255796E1,2.438476086E-1,1.719856560E-1,7.467663288E-1,8.041770153E-1
1.050254296E1,2.128910124E-1,3.539458811E-1,7.491388917E-1,8.554585607E-1
1.051252896E1,1.311844736E-1,3.373054564E-1,7.163177729E-1,8.025555985E-1
1.052251496E1,2.067714371E-2,2.504983842E-1,7.417371273E-1,7.831672560E-1
1.053249996E1,-4.698998854E-2,1.706134379E-1,8.100797534E-1,8.291840634E-1
1.054248596E1,-7.250865549E-2,5.214910209E-2,7.816755772E-1,7.867615534E-1
1.055247096E1,-7.950764894E-2,1.497991197E-2,6.085176468E-1,6.138726175E-1
1.056245696E1,-8.454342186E-2,6.062116474E-2,3.706057370E-1,3.849300301E-1
1.057244296E1,-8.974504471E-2,1.114568785E-1,1.708808988E-1,2.228835804E-1
1.058242796E1,-6.044948101E-2,1.442382634E-1,5.358649045E-2,1.653188687E-1
1.059241396E1,-3.375137225E-2,2.040889710E-1,4.077371582E-2,2.108410755E-1
1.060239896E1,-1.385596208E-2,1.116969883E-1,1.290417910E-1,1.712308054E-1
1.061238496E1,1.209566370E-1,-8.204904944E-2,2.921346128E-1,3.266575983E-1
1.062237096E1,3.466787040E-1,-2.215073407E-1,5.514703393E-1,6.880197388E-1
1.063235596E1,5.069073439E-1,-3.018605411E-1,5.978836417E-1,8.399641008E-1
1.064234196E1,8.558696508E-1,-6.656400561E-1,5.537704825E-1,1.217477429E0
1.065232796E1,1.093933821E0,-7.391510010E-1,4.643154144E-1,1.399508560E0
1.066231296E1,1.261974216E0,-7.873265147E-1,4.804491103E-1,1.563103742E0
1.067229896E1,1.462774277E0,-8.173791766E-1,5.363472700E-1,1.759399243E0
1.068228396E1,1.685289145E0,-1.041471720E0,5.910699368E-1,2.067420256E0
1.069226996E1,1.892991543E0,-1.379934549E0,5.971363187E-1,2.417479705E0
1.070225596E1,1.967320561E0,-1.611922979E0,5.496140718E-1,2.602061012E0
1.071224096E1,1.950964928E0,-1.752241135E0,5.560402274E-1,2.680633111E0
1.072222696E1,1.949957728E0,-1.719592571E0,6.154188514E-1,2.671717447E0
1.073221296E1,1.852449417E0,-1.574140906E0,6.486389637E-1,2.515993033E0
1.074219796E1,1.686806083E0,-1.297657371E0,6.733988523E-1,2.232195203E0
1.075218396E1,1.537857771E0,-3.931597769E-1,5.499768257E-1,1.679897510E0
1.076216896E1,1.806185842E0,-3.550485969E-1,4.491817653E-1,1.894764117E0
1.077215496E1,2.145153284E0,-6.285496354E-1,1.269144565E-1,2.238942727E0
1.078214096E1,2.272037268E0,-6.535314322E-1,-7.281250507E-2,2.365281873E0
1.079212596E1,2.328226089E0,-4.400938153E-1,-2.141314894E-1,2.379111512E0
1.080211196E1,2.281369925E0,-3.534047306E-1,-3.668445945E-1,2.337545420E0
1.081209696E1,2.185501337E0,-6.106025577E-1,-5.191189051E-1,2.327817866E0
1.082208296E1,2.097216368E0,-8.238892555E-1,-6.043070555E-1,2.332873125E0
1.083206896E1,1.962535858E0,-7.510963082E-1,-5.925155878E-1,2.183292784E0
1.084205396E1,1.784247875E0,-6.210014224E-1,-5.678501725E-1,1.972723261E0
1.085203996E1,1.735900402E0,-5.875624418E-1,-6.102847457E-1,1.931586731E0
1.086202596E1,1.824369788E0,-5.597811341E-1,-7.032855153E-1,2.033787245E0
1.087201096E1,1.991084099E0,-5.223063231E-1,-8.863774538E-1,2.241179327E0
1.088199696E1,2.261219978E0,-6.717674732E-1,-1.181372881E0,2.638186728E0
1.089198196E1,2.661209106E0,-1.010244966E0,-1.576147556E0,3.253747058E0
1.090196796E1,3.116428614E0,-1.403884411E0,-2.068200588E0,3.995055997E0
1.091195396E1,3.515666485E0,-2.006303787E0,-2.645722389E0,4.835805277E0
1.092193896E1,3.798353910E0,-2.447690725E0,-3.213413715E0,5.544791251E0
1.093192496E1,4.027854919E0,-2.940943003E0,-3.807636976E0,6.274620334E0
1.094190996E1,4.161290646E0,-3.491135836E0,-4.444365025E0,7.018315306E0
1.095189596E1,4.127298355E0,-4.128052711E0,-5.090634346E0,7.745319164E0
1.096188196E1,4.230378151E0,-5.211053848E0,-5.866611481E0,8.914500086E0
1.097186696E1,4.317658901E0,-6.930521011E0,-6.705584049E0,1.056594328E1
1.098185296E1,4.183878422E0,-9.334634781E0,-7.388636589E0,1.261872402E1
1.099183796E1,5.197935581E0,-7.699661732E0,-7.688973904E0,1.205917264E1
1.100182396E1,5.036949635E0,-4.493200779E0,-8.296834946E0,1.069566197E1
1.101180996E1,4.070472240E0,-1.242807031E0,-7.869932175E0,8.947018834E0
1.102179496E1,2.576072693E0,-5.292279720E-1,-6.716495991E0,7.213012627E0
1.103178096E1,1.412308335E0,-5.189065337E-1,-5.605888367E0,5.804296960E0
1.104176696E1,7.038095593E-1,-5.296502709E-1,-4.476827621E0,4.562659625E0
1.105175196E1,3.042902648E-1,-7.969900370E-1,-3.459249020E0,3.562890605E0
1.106173796E1,-5.798726529E-2,-1.527889848E0,-2.617345095E0,3.031221743E0
1.107172296E1,-3.427636623E-1,-2.120455980E0,-2.131984234E0,3.026413268E0
1.108170896E1,-4.202810824E-1,-2.470693827E0,-2.127903461E0,3.287694833E0
1.109169496E1,-3.161921203E-1,-2.687428236E0,-2.316125154E0,3.561837126E0
1.110167996E1,-1.889878362E-1,-2.671696186E0,-2.486327171E0,3.654517713E0
1.111166596E1,-1.253530681E-1,-2.336748600E0,-2.492542505E0,3.418899758E0
1.112165096E1,-1.107006297E-1,-1.748267055E0,-2.273004532E0,2.869711122E0
1.113163696E1,-1.423134655E-1,-1.065563679E0,-1.835016012E0,2.126725850E0
1.114162296E1,-2.052636594E-1,-4.746836126E-1,-1.244646668E0,1.347814168E0
1.115160796E1,-2.222228050E-1,5.855289847E-2,-7.241321802E-1,7.597228649E-1
1.116159396E1,-1.183304936E-1,4.650956094E-1,-4.155258834E-1,6.348053177E-1
1.117157896E1,1.006147265E-1,5.540778041E-1,-3.094016016E-1,6.425378489E-1
1.118156496E1,3.734409213E-1,3.870749474E-1,-3.398923874E-1,6.362483568E-1
1.119155096E1,5.962045789E-1,1.115752161E-1,-4.675997198E-1,7.658710248E-1
1.120153596E1,7.053401470E-1,-7.308837026E-2,-6.082249880E-1,9.342292379E-1
1.121152196E1,6.746850014E-1,-1.352351010E-1,-6.993985772E-1,9.811456331E-1
1.122150696E1,5.192946196E-1,-1.107420027E-1,-7.330566645E-1,9.051534491E-1
1.123149296E1,3.408111036E-1,-5.909524113E-2,-7.081524134E-1,7.881143930E-1
1.124147896E1,2.413859814E-1,-5.489783734E-2,-6.896501184E-1,7.327334101E-1
1.125146396E1,2.788749933E-1,-9.248219430E-2,-6.953569651E-1,7.548811344E-1
1.126144996E1,4.444167912E-1,-2.029775381E-1,-7.093892097E-1,8.613589357E-1
1.127143596E1,6.792658567E-1,-3.826009929E-1,-6.912511587E-1,1.041927919E0
1.128142096E1,8.936053514E-1,-6.288674474E-1,-6.102036834E-1,1.251540381E0
1.129140696E1,1.009736896E0,-8.606576324E-1,-4.755897224E-1,1.409427452E0
1.130139196E1,1.011224031E0,-9.725359678E-1,-3.040179610E-1,1.435558139E0
1.131137796E1,8.889261484E-1,-9.330297112E-1,-1.486025155E-1,1.297234307E0
1.132136396E1,6.800035238E-1,-8.655646443E-1,-7.838028669E-2,1.103517293E0
1.133134896E1,4.465298355E-1,-8.035756946E-1,-8.105627447E-2,9.228720987E-1
1.134133496E1,2.375049740E-1,-7.034459114E-1,-1.105465218E-1,7.506432551E-1
1.135131996E1,1.044643447E-1,-5.812678933E-1,-1.253893375E-1,6.037446887E-1
1.136130596E1,2.942285128E-2,-4.537909031E-1,-1.195743233E-1,4.702019850E-1
1.137129196E1,-7.124819793E-3,-3.202290833E-1,-1.154294312E-1,3.404722932E-1
1.138127696E1,9.700233117E-3,-2.188095003E-1,-1.404287815E-1,2.601767373E-1
1.139126296E1,4.414603114E-2,-1.673278958E-1,-1.885398477E-1,2.559194618E-1
1.140124796E1,9.725585580E-2,-1.098427698E-1,-2.519225478E-1,2.915289105E-1
1.141123396E1,1.685398519E-1,-8.323552459E-2,-3.009007275E-1,3.547887851E-1
1.142121996E1,2.682012022E-1,-1.199594513E-1,-2.820098698E-1,4.072489674E-1
1.143120496E1,3.833701909E-1,-1.580469608E-1,-2.036612779E-1,4.619842651E-1
1.144119096E1,5.201395154E-1,-1.162230819E-1,-6.958468258E-2,5.374894867E-1
1.145117596E1,6.697372198E-1,-6.774685532E-2,5.758172646E-2,6.756132290E-1
1.146116196E1,8.220164776E-1,-1.057088897E-1,1.049151570E-1,8.353996941E-1
1.147114796E1,9.313907027E-1,-1.787665188E-1,9.183883667E-2,9.528276241E-1
1.148113296E1,9.830991626E-1,-2.040630877E-1,4.657122120E-2,1.005134113E0
1.149111896E1,9.845000505E-1,-1.589539796E-1,3.150677308E-2,9.977471593E-1
1.150110496E1,9.636791945E-1,-6.180744991E-2,1.162112802E-1,9.726267590E-1
1.151108996E1,1.009111404E0,2.140362933E-2,2.679464519E-1,1.044298445E0
1.152107596E1,1.163899302E0,-1.278390270E-2,4.231032729E-1,1.238483506E0
1.153106096E1,1.390677929E0,-1.203533188E-1,5.473621488E-1,1.499358311E0
1.154104696E1,1.611056685E0,-1.794454008E-1,5.918906927E-1,1.725699536E0
1.155103296E1,1.769440174E0,-2.100605518E-1,5.642702579E-1,1.869075945E0
1.156101796E1,1.800425768E0,-2.467613220E-1,4.925534427E-1,1.882825799E0
1.157100396E1,1.701215982E0,-1.975452304E-1,4.307982624E-1,1.765997474E0
1.158098896E1,1.507119179E0,-1.357942522E-1,3.888827562E-1,1.562394987E0
1.159097496E1,1.189365268E0,-1.085505858E-1,3.428337872E-1,1.242540935E0
1.160096096E1,8.436952233E-1,-1.681619883E-1,3.163494468E-1,9.166117262E-1
1.161094596E1,7.341895103E-1,-2.851287425E-1,3.854139447E-1,8.768560575E-1
1.162093196E1,6.579850316E-1,-3.185774982E-1,4.365532696E-1,8.514779395E-1
1.163091696E1,6.687448025E-1,-3.523900509E-1,4.741939604E-1,8.923330493E-1
1.164090296E1,7.643674612E-1,-3.342789412E-1,4.811448157E-1,9.630682011E-1
1.165088896E1,8.462341428E-1,-2.389265150E-1,4.297644198E-1,9.787213906E-1
1.166087396E1,8.337066770E-1,-1.123765633E-1,3.336312175E-1,9.049890079E-1
1.167085996E1,7.808720469E-1,3.774168342E-2,2.540799081E-1,8.220353935E-1
1.168084496E1,7.012643218E-1,2.686430812E-1,1.781659871E-1,7.718055928E-1
1.169083096E1,5.420089364E-1,3.846106231E-1,5.769124627E-2,6.671036640E-1
1.170081696E1,3.251863420E-1,1.974673569E-1,-6.276991963E-2,3.855899077E-1
1.171080196E1,2.184118330E-1,1.162385121E-1,-9.126953036E-2,2.637143297E-1
1.172078796E1,2.609665096E-1,2.281112522E-1,-6.542833894E-2,3.527309598E-1
1.173077296E1,3.593046963E-1,3.997876048E-1,1.290062163E-2,5.376768730E-1
1.174075896E1,4.690215886E-1,4.502710402E-1,8.494978398E-2,6.556994174E-1
1.175074496E1,5.550752878E-1,3.717528880E-1,1.356981248E-1,6.817057767E-1
1.176072996E1,6.092226505E-1,2.430191338E-1,1.728558838E-1,6.782991183E-1
1.177071658E1,7.107659578E-1,1.671170741E-1,2.392144203E-1,7.683358004E-1
1.178070158E1,8.526179194E-1,1.949832588E-2,2.973895967E-1,9.032043365E-1
1.179068758E1,9.762181044E-1,-8.484493196E-2,3.205492795E-1,1.030995776E0
1.180067358E1,1.065095782E0,-5.372003838E-2,3.150874078E-1,1.112022906E0
1.181065858E1,1.116934896E0,-5.656410381E-2,2.608110607E-1,1.148375143E0
1.182064458E1,1.114405513E0,-2.911729924E-2,1.604921818E-1,1.126279363E0
1.183062958E1,1.090943933E0,4.393216223E-2,5.951125920E-2,1.093448805E0
1.184061558E1,1.047514439E0,8.607908338E-2,-3.010197729E-2,1.051476218E0
1.185060158E1,1.101665258E0,1.132311150E-1,-6.306022406E-2,1.109262917E0
1.186058658E1,1.295986533E0,-3.606489673E-2,-7.465189695E-2,1.298635698E0
1.187057258E1,1.554253936E0,-3.601078689E-1,-9.181381762E-2,1.598065315E0
1.188055758E1,1.790474176E0,-6.500962973E-1,-1.433009803E-1,1.910224632E0
1.189054358E1,1.945512176E0,-7.834084630E-1,-2.702921927E-1,2.114664114E0
1.190052958E1,2.032872438E0,-7.658944726E-1,-4.241214395E-1,2.213378343E0
1.191051458E1,2.059250116E0,-6.570875645E-1,-5.837507844E-1,2.238981931E0
1.192050058E1,2.034995079E0,-5.975670218E-1,-7.319902778E-1,2.243680254E0
1.193048658E1,1.995724559E0,-5.965246558E-1,-8.461035490E-1,2.248254744E0
1.194047158E1,1.942420602E0,-5.786857009E-1,-9.604138732E-1,2.242826285E0
1.195045758E1,1.864129901E0,-5.367826223E-1,-1.060199857E0,2.210687587E0
1.196044258E1,1.746547103E0,-4.868678153E-1,-1.148608088E0,2.146338182E0
1.197042858E1,1.572676420E0,-4.288241863E-1,-1.229838252E0,2.041985169E0
1.198041458E1,1.342092514E0,-3.619125485E-1,-1.251907349E0,1.870685708E0
1.199039958E1,1.076265216E0,-2.991130650E-1,-1.233383417E0,1.664046302E0
1.200038558E1,7.890084386E-1,-2.465217561E-1,-1.195031762E0,1.453068548E0
1.201037058E1,4.876338542E-1,-1.657107919E-1,-1.163220763E0,1.272135758E0
1.202035658E1,1.516142935E-1,-6.362836808E-2,-1.144983411E0,1.156729214E0
1.203034258E1,-2.213827372E-1,7.154480368E-2,-1.121101260E0,1.144987778E0
1.204032758E1,-6.141510606E-1,2.384645492E-1,-1.093060613E0,1.276255605E0
1.205031358E1,-1.027853489E0,4.375852644E-1,-1.036140561E0,1.523663651E0
1.206029858E1,-1.442245841E0,6.131741405E-1,-9.619112015E-1,1.838838968E0
1.207028458E1,-1.863300562E0,7.284675241E-1,-8.801158667E-1,2.185671031E0
1.208027058E1,-2.289107084E0,7.720006108E-1,-7.719246745E-1,2.536111963E0
1.209025558E1,-2.679155111E0,7.554718256E-1,-6.376920342E-1,2.855741746E0
1.210024158E1,-3.012175322E0,7.090877891E-1,-5.033872128E-1,3.135188088E0
1.211022658E1,-3.298383951E0,6.381219625E-1,-3.966126144E-1,3.382874206E0
1.212021258E1,-3.544497728E0,5.493100882E-1,-3.286687136E-1,3.601836871E0
1.213019858E1,-3.747671127E0,4.701212049E-1,-2.937999368E-1,3.788452353E0
1.214018358E1,-3.929214478E0,3.989426494E-1,-2.908425033E-1,3.960109974E0
1.215016958E1,-4.103714943E0,3.410056531E-1,-3.296910524E-1,4.131035872E0
1.216015458E1,-4.244529724E0,3.064324856E-1,-4.054779708E-1,4.274850387E0
1.217014058E1,-4.342537403E0,2.769831419E-1,-4.797650278E-1,4.377730604E0
1.218012658E1,-4.420423031E0,2.237337679E-1,-5.291965008E-1,4.457605356E0
1.219011158E1,-4.506118298E0,1.161871254E-1,-5.428419709E-1,4.540184904E0
1.220009758E1,-4.613658905E0,2.705458738E-2,-5.219430923E-1,4.643167565E0
1.221008258E1,-4.714713097E0,1.175575517E-2,-4.895246923E-1,4.740073017E0
1.222006858E1,-4.792500973E0,7.485882193E-2,-4.540183842E-1,4.814540696E0
1.223005458E1,-4.838520527E0,2.110674679E-1,-3.847713470E-1,4.858382380E0
1.224003958E1,-4.843459129E0,4.295246899E-1,-3.028655648E-1,4.871890326E0
1.225002558E1,-4.787230015E0,5.891743898E-1,-1.993565112E-1,4.827467317E0
1.226001058E1,-4.691956043E0,6.835499406E-1,-4.232960939E-2,4.741675213E0
1.226999658E1,-4.618030071E0,6.790846586E-1,1.234793663E-1,4.669325954E0
1.227998258E1,-4.578138828E0,6.277236938E-1,2.616793215E-1,4.628376414E0
1.228996758E1,-4.532689095E0,6.309258938E-1,3.915315270E-1,4.593107319E0
1.229995358E1,-4.367746353E0,7.257021666E-1,4.971239865E-1,4.455444321E0
1.230993858E1,-4.005084515E0,8.447710872E-1,5.319921970E-1,4.127633203E0
1.231992458E1,-3.456326246E0,9.325768352E-1,5.023403168E-1,3.615001586E0
1.232991058E1,-2.815387487E0,9.225924611E-1,4.487639964E-1,2.996493397E0
1.233989558E1,-2.158085108E0,7.778392434E-1,4.008334875E-1,2.328740584E0
1.234988158E1,-1.582385182E0,4.194836617E-1,3.592521250E-1,1.675998657E0
1.235986658E1,-1.130252600E0,-5.971941724E-2,3.174772561E-1,1.175512295E0
1.236985258E1,-7.541255951E-1,-3.693394959E-1,2.557604313E-1,8.777986527E-1
1.237983858E1,-4.503271580E-1,-4.570160806E-1,1.605913043E-1,6.613983778E-1
1.238982358E1,-1.895548701E-1,-4.165222943E-1,8.243253827E-2,4.649913911E-1
1.239980958E1,3.318019956E-2,-2.964240909E-1,4.516026005E-2,3.016746863E-1
1.240979458E1,2.151966095E-1,-1.389721036E-1,2.352911513E-3,2.561803320E-1
1.241978058E1,4.110505283E-1,-9.551570565E-2,-2.183737978E-2,4.225667497E-1
1.242976658E1,5.790959001E-1,-5.568385497E-2,-5.441823974E-2,5.843065103E-1
1.243975158E1,7.755439281E-1,-6.520944834E-2,-8.693116903E-2,7.831204791E-1
1.244973758E1,9.711372256E-1,-1.373044848E-1,-1.153289750E-1,9.875529378E-1
1.245972258E1,1.129159570E0,-2.628421783E-1,-1.162142083E-1,1.165157966E0
1.246970858E1,1.251074910E0,-4.332050383E-1,-8.991019428E-2,1.327003722E0
1.247969458E1,1.361568928E0,-5.762367249E-1,-5.677914247E-2,1.479575135E0
1.248967958E1,1.403366089E0,-4.946688116E-1,-7.731395215E-2,1.490003711E0
1.249966558E1,1.410082579E0,-3.597946167E-1,-1.356638223E-1,1.461570976E0
1.250965058E1,1.417959332E0,-3.297823966E-1,-1.796254069E-1,1.466843681E0
1.251963658E1,1.471458077E0,-4.016677737E-1,-1.930155158E-1,1.537459223E0
1.252962258E1,1.555368900E0,-5.070856214E-1,-2.085928619E-1,1.649187444E0
1.253960758E1,1.634833694E0,-6.213727593E-1,-2.688207924E-1,1.769477304E0
1.254959358E1,1.708997011E0,-6.589195728E-1,-3.531814814E-1,1.865364025E0
1.255957858E1,1.775147319E0,-6.683029532E-1,-4.530678689E-1,1.950140337E0
1.256956458E1,1.823984861E0,-6.924257874E-1,-5.405675769E-1,2.024496864E0
1.257955058E1,1.849497914E0,-6.772287488E-1,-5.989128947E-1,2.058634977E0
1.258953558E1,1.849206090E0,-5.760304928E-1,-6.397969723E-1,2.039782944E0
1.259952158E1,1.826612115E0,-4.941582978E-1,-6.882808805E-1,2.013562716E0
1.260950658E1,1.776985645E0,-4.641782045E-1,-7.700085044E-1,1.991495038E0
1.261949258E1,1.651814938E0,-4.416950047E-1,-7.998148799E-1,1.887668114E0
1.262947858E1,1.447773695E0,-3.757003546E-1,-8.177585602E-1,1.704678413E0
1.263946358E1,1.217221141E0,-3.615009189E-1,-8.412010074E-1,1.523131431E0
1.264944958E1,1.035942674E0,-4.095818400E-1,-8.409876227E-1,1.395777449E0
1.265943458E1,8.901431561E-1,-5.606265068E-1,-8.080469966E-1,1.326497971E0
1.266942058E1,8.153498769E-1,-7.762179375E-1,-7.810007334E-1,1.370135706E0
1.267940658E1,8.181528449E-1,-9.201356769E-1,-7.519272566E-1,1.442712148E0
1.268939158E1,8.565552831E-1,-1.041668534E0,-8.005616665E-1,1.568330090E0
1.269937758E1,9.335616231E-1,-1.095080376E0,-8.475555182E-1,1.670056493E0
1.270936258E1,9.737569690E-1,-1.235700011E0,-9.344254732E-1,1.829838276E0
